DATE,SP500,US2
2005-08-23,1194.75,94.8367188
2005-08-24,1183.25,94.8289063
2005-08-25,1186.75,94.8210938
2005-08-26,1179.25,94.7117188
2005-08-29,1187.75,94.7117188
2005-08-30,1181.75,94.9460938
2005-08-31,1194.75,95.1648438
2005-09-01,1195.0,95.3523438
2005-09-02,1193.0,95.3289063
2005-09-05,1193.75,
2005-09-06,1207.5,95.2117188
2005-09-07,1208.75,95.1101563
2005-09-08,1205.25,95.0945313
2005-09-09,1215.25,95.0867188
2005-09-12,1213.5,95.0398438
2005-09-13,1206.0,95.1179688
2005-09-14,1201.5,95.0867188
2005-09-15,1200.5,95.0710938
2005-09-16,1209.25,94.9695313
2005-09-19,1205.0,95.0476563
2005-09-20,1194.5,94.9226563
2005-09-21,1183.0,94.9773438
2005-09-22,1186.75,95.0085938
2005-09-23,1187.5,94.8601563
2005-09-26,1188.5,94.8054688
2005-09-27,1188.75,94.7429688
2005-09-28,1189.75,94.7273438
2005-09-29,1198.75,94.6726563
2005-09-30,1201.25,94.5632813
2005-10-03,1198.75,94.4929688
2005-10-04,1183.75,94.4851563
2005-10-05,1167.75,94.5085938
2005-10-06,1164.0,94.5476563
2005-10-07,1167.0,94.5476563
2005-10-10,1157.0,
2005-10-11,1155.5,94.5085938
2005-10-12,1145.5,94.4539063
2005-10-13,1145.0,94.4382813
2005-10-14,1157.0,94.3992188
2005-10-17,1161.25,94.4070313
2005-10-18,1148.5,94.4304688
2005-10-19,1167.5,94.4539063
2005-10-20,1146.5,94.4304688
2005-10-21,1150.75,94.5242188
2005-10-24,1169.5,94.4539063
2005-10-25,1166.0,94.3445313
2005-10-26,1163.0,94.2273438
2005-10-27,1149.5,94.2507813
2005-10-28,1166.75,94.2273438
2005-10-31,1176.75,94.2195313
2005-11-01,1173.25,94.1648438
2005-11-02,1185.0,94.1492188
2005-11-03,1190.75,94.0945313
2005-11-04,1189.0,94.0945313
2005-11-07,1189.75,94.0945313
2005-11-08,1189.75,94.1726563
2005-11-09,1190.75,94.0632813
2005-11-10,1200.75,94.1570313
2005-11-11,1205.0,
2005-11-14,1204.25,94.0710938
2005-11-15,1199.5,94.1101563
2005-11-16,1201.75,94.2273438
2005-11-17,1212.25,94.3054688
2005-11-18,1217.25,94.2585938
2005-11-21,1224.0,94.3289063
2005-11-22,1229.0,94.4695313
2005-11-23,1235.5,94.3679688
2005-11-24,1234.5,
2005-11-25,1237.0,94.4304688
2005-11-28,1228.0,94.4304688
2005-11-29,1226.25,94.2898438
2005-11-30,1218.0,94.2351563
2005-12-01,1231.5,94.1726563
2005-12-02,1233.0,94.1960938
2005-12-05,1230.5,94.1335938
2005-12-06,1232.5,94.2351563
2005-12-07,1225.0,94.2195313
2005-12-08,1223.75,94.3367188
2005-12-09,1226.25,94.1960938
2005-12-12,1228.0,94.1726563
2005-12-13,1235.75,94.2039063
2005-12-14,1240.75,94.3210938
2005-12-15,1236.5,94.3132813
2005-12-16,1233.0,94.3367188
2005-12-19,1226.25,94.3054688
2005-12-20,1226.75,94.2507813
2005-12-21,1228.75,94.1960938
2005-12-22,1234.25,94.2820313
2005-12-23,1235.25,94.3132813
2005-12-27,1222.75,94.3757813
2005-12-28,1224.0,94.3367188
2005-12-29,1218.75,94.3210938
2005-12-30,1213.5,94.2820313
2006-01-03,1233.5,94.4070313
2006-01-04,1239.25,94.4773438
2006-01-05,1240.0,94.4539063
2006-01-06,1250.5,94.3835938
2006-01-09,1253.75,94.3914063
2006-01-10,1254.75,94.3210938
2006-01-11,1258.5,94.2507813
2006-01-12,1252.25,94.3601563
2006-01-13,1251.5,94.4617188
2006-01-16,1253.5,
2006-01-17,1248.25,94.4617188
2006-01-18,1242.5,94.4617188
2006-01-19,1247.0,94.3835938
2006-01-20,1223.5,94.4070313
2006-01-23,1228.0,94.4304688
2006-01-24,1229.25,94.3992188
2006-01-25,1229.75,94.2585938
2006-01-26,1236.5,94.1960938
2006-01-27,1248.0,94.1882813
2006-01-30,1247.25,94.1335938
2006-01-31,1242.25,94.1101563
2006-02-01,1246.0,94.0085938
2006-02-02,1230.75,94.0085938
2006-02-03,1224.25,94.0085938
2006-02-06,1227.5,93.9539063
2006-02-07,1216.25,93.9773438
2006-02-08,1227.0,93.9148438
2006-02-09,1224.5,93.8914063
2006-02-10,1227.0,93.8523438
2006-02-13,1224.5,93.8601563
2006-02-14,1237.0,93.8289063
2006-02-15,1241.0,93.8210938
2006-02-16,1250.5,93.8210938
2006-02-17,1247.75,93.8757813
2006-02-20,1247.5,
2006-02-21,1244.0,93.8210938
2006-02-22,1251.0,93.8523438
2006-02-23,1249.0,93.7898438
2006-02-24,1251.75,93.7976563
2006-02-27,1252.75,93.7898438
2006-02-28,1241.25,93.8914063
2006-03-01,1250.75,93.8445313
2006-03-02,1250.25,93.8054688
2006-03-03,1245.25,93.7429688
2006-03-06,1238.25,93.6882813
2006-03-07,1236.25,93.6882813
2006-03-08,1238.25,
2006-03-09,1230.75,93.7117188
2006-03-10,1241.75,93.6648438
2006-03-13,1244.25,93.6414063
2006-03-14,1257.25,93.8289063
2006-03-15,1262.75,93.8210938
2006-03-16,1265.25,94.0164063
2006-03-17,1266.0,93.9851563
2006-03-20,1264.0,93.9851563
2006-03-21,1256.0,93.8289063
2006-03-22,1263.0,93.8054688
2006-03-23,1260.25,93.7429688
2006-03-24,1261.25,93.8679688
2006-03-27,1259.5,93.8367188
2006-03-28,1251.0,93.7039063
2006-03-29,1258.5,93.6492188
2006-03-30,1256.0,93.6023438
2006-03-31,1251.75,93.6335938
2006-04-03,1254.25,93.5554688
2006-04-04,1263.25,93.6101563
2006-04-05,1267.5,93.6726563
2006-04-06,1266.0,93.6257813
2006-04-07,1252.5,93.5242188
2006-04-10,1254.0,93.5242188
